SK_ID_CURR,TARGET
100001,0.2339046577002299
100005,0.4824572122488273
100013,0.17838903269066372
100028,0.19106333231948558
100038,0.5936785091841159
100042,0.2612994226808744
100057,0.08031678309398108
100065,0.2848088954260093
100066,0.06379133267622884
100067,0.3775797070970441
100074,0.5188039626283557
100090,0.24854702569802414
100091,0.595500784198259
100092,0.4772848491784652
100106,0.3707144112632566
100107,0.4157096971621992
100109,0.35059902091471934
100117,0.1833555227425977
100128,0.2718145807930072
100141,0.15829338988092095
100150,0.1088090839125899
100168,0.07398263087607737
100169,0.1904055985718782
100170,0.37441141580887616
100171,0.2890907647766091
100172,0.4729724611366426
100184,0.4560035221101467
100187,0.44925342153818365
100212,0.4538175110044139
100222,0.4161084742596143
100223,0.11225134803632372
100232,0.10837666427176232
100241,0.7503920633589126
100245,0.13065066949546755
100253,0.11502695215115687
100256,0.4237663629429809
100271,0.08098012144348568
100278,0.7310682688653524
100280,0.07187789885595515
100306,0.679045306514507
100311,0.6216927954553854
100312,0.159738633462212
100330,0.5119943139970655
100331,0.22868836128653486
100352,0.44966261529504586
100358,0.3136992819069388
100367,0.19907741224382458
100382,0.6449944197917528
100384,0.28087540185184323
100385,0.48665562964461084
100386,0.2552364445877835
100399,0.14006164015178385
100404,0.3739577383136607
100416,0.13599357110624025
100422,0.5452667640552232
100426,0.18474520189580793
100438,0.21388755446872176
100444,0.572073421594725
100445,0.5446907814187564
100446,0.35778528745949983
100447,0.18639617877666564
100450,0.3414076717422604
100466,0.12295348709071682
100483,0.1785038617532023
100484,0.09788694821040728
100494,0.347515642761402
100510,0.5459028678744607
100512,0.13610551521731845
100517,0.2224784215319281
100548,0.2842106074684565
100551,0.20793301550462473
100552,0.3848099138475589
100553,0.15490493546639936
100561,0.46787425443161046
100568,0.8673958095973833
100569,0.25185739175421656
100591,0.3625163054962527
100592,0.14582132905796824
100602,0.44052782090992215
100607,0.3809327852116707
100613,0.4852221648970929
100617,0.5864935327970132
100618,0.40755072376667334
100622,0.2579058811799488
100625,0.6549487841471211
100677,0.586511774890745
100699,0.23237960186101095
100702,0.8307647947650156
100711,0.379642143714906
100729,0.5258599288066444
100740,0.7824851293465672
100744,0.6654525801824457
100745,0.28233450355938106
100747,0.5026912320642031
100751,0.7640389140579192
100752,0.4029466922595238
100753,0.7413861196410745
100754,0.6794645223798461
100760,0.31524671229185963
100762,0.5718230558369997
100763,0.3207172691551
100765,0.12475915475775513
100770,0.41203215517239367
100772,0.1419148876774099
100777,0.17196363696593853
100791,0.16223559100326185
100792,0.07365062958031393
100797,0.1237520464107452
100823,0.22050588866554321
100826,0.18598007792187965
100830,0.31116053739485044
100836,0.7593325960688962
100872,0.3623941465881194
100910,0.2703477909300189
100913,0.47740609089520514
100918,0.22426287434014872
100931,0.08396306499701167
100952,0.2811513611280041
100953,0.2000227554434157
100965,0.7004114462843641
100970,0.26194232063346606
100982,0.6572413483670719
100983,0.708632290997949
100984,0.20085823820081308
100987,0.3223057254651382
100997,0.3457478696527154
100998,0.601545915847255
101002,0.3134554058865147
101005,0.5983697543124546
101008,0.7487086818526884
101020,0.4943636324525645
101021,0.22889390725143263
101024,0.3505910800597368
101025,0.5913191021998503
101026,0.3440900766643947
101031,0.1434149929268031
101041,0.11297906555512147
101051,0.08836049824918965
101055,0.44375879380506783
101056,0.7824246457435534
101057,0.2999746679556155
101064,0.17811934827575804
101079,0.5489406758705786
101087,0.18051591501130404
101090,0.2064653091958492
101092,0.44685665062246227
101097,0.5871371710671274
101099,0.1631309321527323
101107,0.6201902373148355
101118,0.4579261478376423
101125,0.322665801537571
101126,0.13732306714643994
101128,0.15668217435445891
101136,0.4889091589638269
101140,0.7159605104163788
101149,0.616829681141885
101160,0.4924003335107493
101169,0.7172963733717768
101181,0.17371406372844672
101186,0.11293248660009275
101190,0.45329186426572854
101193,0.5352530605713808
101194,0.562717287138757
101198,0.5175257536460056
101200,0.1924549800358557
101204,0.1982224756058791
101211,0.38012078778931935
101213,0.4676669764391392
101223,0.26196403058399104
101225,0.39306112657193853
101237,0.43780471867395143
101243,0.5340190699547415
101244,0.6210544816544635
101258,0.3010263985390579
101259,0.7204215346018029
101268,0.40854267367323066
101269,0.18290499951752953
101271,0.6363834936125333
101279,0.27337860309115464
101281,0.5625634018126799
101287,0.22476339189207947
101292,0.27563191312405955
101294,0.19932728130952904
101296,0.5302059610678276
101297,0.18049184686254105
101299,0.2764538105168198
101301,0.18447831983687696
101305,0.4820124782071572
101308,0.49426389088885325
101318,0.19336922860904138
101327,0.7362015888161237
101329,0.1499524686136122
101332,0.33976449202722103
101337,0.2924859450286329
101343,0.12086658136121077
101345,0.09796146974784783
101346,0.10518059904953775
101353,0.10803541329574429
101354,0.4745341452879016
101355,0.6620128542383166
101356,0.182875314770219
101362,0.3907349839923129
101363,0.7920305853938001
101365,0.1683027667012375
101366,0.5270702896090501
101367,0.5884567419011064
101368,0.09280519620481376
101374,0.6202973265721438
101380,0.13701463106096828
101383,0.22588926419742
101398,0.19121064042373614
101399,0.7438013616977293
101401,0.7138295237119237
101412,0.34932823896519
101426,0.2958490405522095
101427,0.8449076806180691
101428,0.609448434761341
101429,0.6312600258142749
101434,0.42576661492011375
101440,0.4057197291745784
101448,0.49941052116469253
101449,0.28323378446056574
101465,0.19721339134729465
101467,0.27715936318530765
101472,0.5265481987425132
101478,0.49448025557744085
101497,0.3215987153285845
101504,0.5072742210590147
101547,0.14744321619613326
101548,0.5288282028273666
101555,0.5172427980686152
101570,0.168456174806996
101572,0.462744693490463
101578,0.19324144015528322
101580,0.6196261059913631
101588,0.6406392179010958
101602,0.19890242995272617
101610,0.6144001713282532
101614,0.37430689368557735
101616,0.18771664665815782
101643,0.5043291155412127
101644,0.25008055897009357
101649,0.3891497888507539
101650,0.45636373407409747
101665,0.09747951110057693
101667,0.6101851756404606
101669,0.28750673171981633
101674,0.3366236595638878
101675,0.21007363834742804
101678,0.46034209647943214
101682,0.3562362016860156
101686,0.4242687408690964
101697,0.6446974386124259
101700,0.8380671318952373
101711,0.2331666019317518
101714,0.20821922661411146
101715,0.7819744053807662
101728,0.2596102290172906
101732,0.284470829650609
101757,0.5249396249253374
101758,0.23092125491036924
101759,0.5097446243240719
101762,0.11262827017478247
101764,0.2999252847259255
101780,0.7810037292652295
101784,0.06587671143799101
101789,0.10598126497417182
101816,0.5649166903090711
101819,0.13204403843881787
101827,0.10520426413077316
101863,0.43644529017977873
101867,0.30547056206005674
101870,0.09612562086406277
101873,0.7581286314506885
101878,0.4691735815279307
101879,0.19626734776870025
101880,0.1602122393014217
101887,0.3093225312548216
101897,0.2575490311759066
101901,0.4102359251291997
101903,0.7275426556940215
101920,0.09955819244841435
101921,0.28391137758868906
101922,0.30059918789009155
101961,0.5790705801809616
101962,0.15138077705512892
101971,0.28994708492483423
101976,0.7310170797260416
102002,0.4528437579298995
102005,0.1946465655642383
102007,0.822041567050197
102017,0.13696832797605107
102019,0.762205912799625
102029,0.13094953966943015
102051,0.5594696359382179
102052,0.06289148589219065
102054,0.11689605250581903
102062,0.4885305511236352
102067,0.5924148380189055
102068,0.25021208158515984
102070,0.17435116943384885
102090,0.45999566069622577
102092,0.31736631118661
102099,0.5612807912536761
102100,0.1562593225581968
102112,0.3731067626695291
102113,0.17741990661581375
102122,0.6450308134197823
102123,0.34293390518339034
102125,0.3322476741174786
102126,0.7012561150984404
102146,0.2505743910775934
102147,0.5807927563986125
102151,0.262028304039684
102158,0.559241122973633
102159,0.17673369186661386
102162,0.37044449800215284
102165,0.24058034136100914
102166,0.22833232008945822
102174,0.15262565741451867
102193,0.6480950568525569
102198,0.24309721742497398
102205,0.46985697826543293
102206,0.12194238077834449
102218,0.20326785358640925
102221,0.18303279038759285
102230,0.28933041855230185
102238,0.3437135464517108
102248,0.25346299005608164
102252,0.7279890069423604
102259,0.3185315209688778
102262,0.5347501343353305
102273,0.25184204163576995
102286,0.6071089947453262
102293,0.24213703608976941
102294,0.2297719155384439
102296,0.2242065520084306
102298,0.3225477023585131
102303,0.19922289997601444
102309,0.4566632633227191
102315,0.1722285079561749
102340,0.16012426038084693
102342,0.42420438107606623
102344,0.5043820060662758
102346,0.44314772730734314
102347,0.16600865030215348
102374,0.4174276216753584
102380,0.16229793952289118
102387,0.17226459911891104
102393,0.27483050716506496
102403,0.14469842444794423
102413,0.23415932884411622
102414,0.07987101395734256
102415,0.24347614481496876
102416,0.4557871948805033
102439,0.47350475445738266
102441,0.2312474106354595
102443,0.08386774490395849
102444,0.4005388405501029
102445,0.629422686877548
102448,0.24173440581793396
102449,0.38832306545734696
102450,0.5767561127657481
102456,0.14028714423270416
102458,0.4760420584555213
102459,0.2413158746550944
102465,0.10050960195046785
102470,0.6587154549233447
102471,0.3141768516604036
102475,0.28030796799714225
102476,0.5920394955108469
102506,0.3127018572074397
102509,0.23005228861610988
102519,0.24727202291161812
102522,0.20603571296445944
102545,0.1890375934969376
102549,0.18190617936639653
102562,0.06876958394660834
102563,0.1424330915393313
102568,0.5377230866270325
102582,0.3530633403581553
102592,0.11980999769179648
102597,0.5773612598326218
102605,0.2677997391915062
102614,0.13506925738166808
102617,0.5138603297099495
102634,0.35231200162036075
102652,0.14754767832729818
102655,0.05751919766315205
102671,0.4836589066041954
102694,0.781146008118413
102701,0.30422088858881124
102703,0.10886656892345076
102704,0.169875679811818
102713,0.09492810543772656
102720,0.6960961376893117
102731,0.1881835109449304
102733,0.2162638562136427
102749,0.22381713198567663
102755,0.35464782271999395
102763,0.07887305704615385
102770,0.3416826947177793
102772,0.3590265128465565
102799,0.6686576301002896
102838,0.15503672719016537
102854,0.28521842234433076
102862,0.47028007372222236
102863,0.22407470194410503
102867,0.09960368889856364
102868,0.09047569638362793
102878,0.3912264586836656
102887,0.26939030461494196
102898,0.7817214942501507
102904,0.4208742069031121
102912,0.3340533730792792
102919,0.23846931680236744
102927,0.4376596277448155
102932,0.34033018591561515
102933,0.375579880787521
102935,0.22715435746168097
102958,0.544393434119161
102969,0.6313071770226839
102971,0.14644904695660665
